px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
0.312243	0.58034	0	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	0
0.734108	0.628248	7.23347	-1.85146e-17	1.7503e-17	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	73.9473
1.16053	0.494861	7.23669	-0.126964	-0.0118358	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996	0.21963
1.25747	0.533288	7.22074	0.121145	0.0302805	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	1.82684
1.61635	0.59526	7.23513	0.160563	0.0462328	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597	0.164886
1.85132	0.563116	5.96283	0.0300797	-0.213754	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	7.12923
2.16137	0.593144	5.96351	0.0445116	-0.160657	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932	0.245942
2.37674	0.640556	5.51285	0.0690542	-0.248831	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	5.362
2.65081	0.659586	5.51319	0.0592798	-0.238899	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654	0.00365384
2.91742	0.653979	5.45102	0.0157937	-0.372654	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	0.192521
3.15055	0.652037	5.40402	0.00328282	-0.351196	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415	1.08717
3.43781	0.547359	5.45864	-0.149379	-0.788103	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	1.46045
3.74177	0.433713	5.54735	-0.275286	-1.04181	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576	2.30578
4.02109	0.518758	5.52886	-0.135068	-0.511468	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	3.97474
4.29454	0.512077	5.50366	-0.127245	-0.429598	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614	0.308899
4.55185	0.555331	5.35884	-0.0774854	-0.269562	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	1.64232
4.73188	0.670093	5.13369	0.031713	-0.0086143	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587	11.6131
4.98325	0.668301	5.03839	0.0226698	-0.0249851	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649	1.06683
5.28232	0.660022	5.1217	0.00828012	-0.0503058	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413	3.009
5.54319	0.665111	5.25159	0.00992678	-0.0420486	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868	1.94142
5.84001	0.677961	5.30847	0.0138388	-0.0324253	6.022	0.708619	5.78828	0.728072	5.15932	0.372999	1.81274
6.08064	0.604712	5.15097	-0.0405218	-0.118717	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793	3.37366
6.33281	0.716888	5.12804	0.0343389	0.00688255	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233	3.6658
6.58277	0.748441	5.08393	0.0490001	0.028229	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305	0.305266
6.82802	0.74579	5.07107	0.0414578	0.0153516	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999	0.176076
7.06899	0.729524	4.91497	0.0260079	-0.00839039	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269	1.92125
7.2823	0.812379	4.85991	0.0708062	0.054313	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123	2.56405
7.58178	0.823208	5.15371	0.068096	0.0470028	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531	5.33475
7.83486	0.801283	5.14589	0.0486804	0.0180326	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469	0.488213
8.08264	0.818645	5.00066	0.051893	0.0201916	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915	2.17778
8.31823	0.835803	4.97754	0.0556056	0.0238741	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843	0.263745
8.59221	0.924397	5.22981	0.0959518	0.0758611	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226	6.74144
8.83332	0.984107	5.20056	0.118269	0.100093	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037	0.692792
9.12542	1.02365	5.26504	0.125956	0.103132	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245	6.7798
9.3652	1.05691	5.22938	0.131915	0.104439	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082	0.636132
9.64632	1.13178	5.29787	0.155993	0.128661	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873	4.33709
9.92484	1.26232	5.34615	0.205553	0.18429	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794	2.99678
10.1696	1.35385	5.15479	0.235522	0.213235	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	4.79876
10.391	1.43374	5.11262	0.257282	0.228058	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	1.12167
10.6196	1.51589	4.92093	0.280382	0.245674	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	2.92999
10.8382	1.54384	4.87473	0.273847	0.22162	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	1.12653
11.1076	1.59662	5.02755	0.27304	0.204554	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	2.46759
11.3888	1.64267	5.08286	0.268132	0.184532	11.587	1.61462	11.3416	1.71179	4.85948	1.52832	2.16119
11.6185	1.69806	5.00131	0.27312	0.1797	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	0.642973
11.8461	1.76165	4.97821	0.281014	0.178375	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	0.252803
12.1051	1.85543	5.14	0.297847	0.187095	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	1.51563
12.3497	1.88186	5.11257	0.2827	0.155435	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	0.681472
12.6075	1.94489	5.2151	0.283328	0.144981	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	0.695426
12.8089	2.08127	5.17046	0.326684	0.19162	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	3.19877
13.0786	2.19614	5.34518	0.346167	0.202181	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	2.6571
13.2852	2.33832	5.30472	0.385917	0.240386	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	2.48723
13.4578	2.48368	5.0158	0.433448	0.291804	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	10.9395
13.708	2.59715	5.05867	0.447833	0.291441	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	0.905725
13.927	2.71004	5.02965	0.464941	0.295281	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	0.129857
14.1559	2.86356	5.07039	0.497157	0.317418	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	0.55656
14.408	2.98084	5.24196	0.501271	0.297732	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	1.36057
14.6154	3.04438	5.15112	0.490337	0.265047	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	2.4193
14.8472	3.20752	5.27347	0.518874	0.282162	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	3.36956
15.059	3.40147	5.30896	0.563622	0.321116	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703	0.851808
15.2674	3.57186	5.21533	0.598309	0.349359	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	2.60473
15.4831	3.75737	5.25737	0.631609	0.369427	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789	0.424673
15.6931	3.89241	5.22104	0.641049	0.358479	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	1.09576
15.9161	4.02874	5.21804	0.646479	0.342679	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817	0.271186
16.1105	4.18617	5.08198	0.670642	0.357403	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	1.48209
16.3064	4.37981	5.12232	0.703037	0.375798	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723	0.313622
16.5174	4.54558	5.18014	0.715417	0.365692	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	0.707134
16.6946	4.70759	5.14621	0.733602	0.365475	16.6039	4.67344	16.613	4.5849	3.74	3.28438	0.497207
16.8477	4.8844	4.89824	0.77201	0.403024	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	3.27114
17.0076	5.11251	4.958	0.817756	0.435335	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897	0.688273
17.1802	5.27225	4.92803	0.829278	0.422605	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	1.49573
17.3356	5.4518	4.91224	0.851192	0.42352	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028	0.1271
17.4949	5.60705	4.83779	0.862082	0.41234	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	2.75427
17.6843	5.72596	4.77447	0.847939	0.368892	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762	1.36086
17.8325	5.90832	4.705	0.872901	0.381225	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	0.555527
18.0025	6.1083	4.75718	0.892689	0.382511	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027	1.016
18.156	6.31188	4.82059	0.91445	0.383913	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	0.929179
18.2751	6.56342	4.88967	0.963266	0.42094	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753	0.904517
18.4092	6.77287	4.88161	0.989215	0.428665	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	0.264586
18.5559	6.90349	4.76918	0.979556	0.389791	18.5422	6.76013	18.572	6.80638	2.7356	4.08867	1.38764
18.7075	7.11162	4.88421	0.989803	0.372032	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	0.798748
18.9058	7.24942	4.82782	0.963473	0.316862	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	3.62211
18.9978	7.43574	4.63932	0.997551	0.348504	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	3.58106
19.0837	7.71999	4.76021	1.05728	0.40109	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098	1.90362
19.2075	7.92285	4.78883	1.06993	0.389033	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	0.275348
19.2844	8.14624	4.78251	1.10566	0.408501	19.132	8.12845	19.3028	8.08329	2.12266	4.40842	1.27635
19.3849	8.3557	4.82483	1.12134	0.396681	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	2.13084
19.4808	8.4954	4.67267	1.11968	0.369386	19.347	8.30741	19.5042	8.5289	1.90381	4.49819	3.05796
19.5757	8.69501	4.61415	1.1391	0.373671	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	0.425309
19.7361	8.87373	4.59921	1.12438	0.333796	20.0039	8.8906	19.6835	8.983	1.67841	4.57848	3.96557
19.8143	9.08524	4.52397	1.15443	0.356591	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	0.927243
19.9399	9.32725	4.61359	1.1684	0.353255	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869	3.43537
19.9912	9.53444	4.46772	1.208	0.391348	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	2.23435
20.0721	9.79043	4.56085	1.23866	0.405754	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826	1.20622
20.1334	10.0449	4.68503	1.26807	0.410842	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	7.48096
20.1765	10.3367	4.80921	1.31526	0.443758	20.166	10.4687	20.0818	10.3863	0.968259	4.75666	1.18813
20.1938	10.5678	4.70384	1.363	0.486429	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	2.76089
20.2474	10.8551	4.82493	1.39684	0.498783	20.371	11.0109	20.1663	10.864	0.722256	4.7934	2.19716
20.2736	11.1206	4.90786	1.4291	0.503208	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	4.86387
20.3086	11.3577	4.89584	1.45154	0.499958	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807	0.010417
20.2561	11.5998	4.73138	1.52881	0.588392	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	9.94919
20.3277	11.8363	4.73593	1.53172	0.557952	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027	4.97867
20.3527	12.075	4.85751	1.53443	0.504731	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	4.00696
20.334	12.3769	4.99089	1.57742	0.526014	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968	0.963856
20.2848	12.6109	4.86295	1.63602	0.585741	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	2.95195
20.3129	12.8423	4.83024	1.64487	0.56228	20.498	12.8924	20.254	12.7933	-0.28939	4.81605	2.00481
20.3047	13.0669	4.78647	1.66705	0.556457	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	2.08785
20.2727	13.2711	4.71228	1.69443	0.555357	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918	0.908585
20.2359	13.5046	4.7431	1.71865	0.543546	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072	1.3343
20.2112	13.7717	4.81348	1.74203	0.53984	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892	1.43298
20.159	13.9933	4.75822	1.77678	0.556042	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374	0.775773
20.0988	14.2574	4.83504	1.80868	0.561352	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521	0.411194
20.0275	14.4859	4.83601	1.83942	0.561842	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331	1.35435
19.9121	14.7526	4.94401	1.88647	0.584008	19.781	14.773	19.934	14.6897	-1.30687	4.62805	1.09176
19.847	14.9685	4.9244	1.90071	0.552706	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944	3.41332
19.8246	15.1748	4.82272	1.90551	0.52668	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751	2.24867
19.6993	15.3737	4.67331	1.98251	0.634033	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226	7.59996
19.6812	15.5439	4.51188	1.98622	0.601845	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372	3.18936
19.5973	15.7377	4.48912	2.00919	0.587617	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193	1.23646
19.4855	15.9619	4.55169	2.04186	0.591637	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469	0.161701
19.3889	16.1657	4.5777	2.05495	0.55384	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868	1.82733
19.2792	16.3441	4.52947	2.08507	0.556334	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731	0.379618
19.1676	16.5341	4.5117	2.11411	0.559971	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	0.213852
19.0246	16.7618	4.61648	2.146	0.564682	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953	0.43155
18.8675	16.9537	4.61346	2.20955	0.642353	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	6.65381
18.6717	17.2163	4.84832	2.24879	0.650699	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127	2.11384
18.5742	17.4184	4.81909	2.22618	0.538789	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	6.00748
18.3469	17.6269	4.96502	2.27532	0.562481	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568	3.6857
18.2081	17.822	4.95776	2.27636	0.504779	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	2.17473
18.0844	18.001	4.88584	2.29086	0.493492	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906	0.988624
17.9095	18.1527	4.83628	2.33674	0.535287	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	2.17239
17.7948	18.2791	4.66525	2.35681	0.528133	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199	1.05785
17.6679	18.4538	4.62382	2.36356	0.498442	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	6.52841
17.4597	18.6499	4.75673	2.392	0.502135	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509	0.606304
17.2829	18.7868	4.71695	2.42861	0.524209	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	1.79669
17.1286	18.9173	4.63556	2.45301	0.522358	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904	0.227551
16.9614	19.0876	4.65358	2.46487	0.500141	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678	3.03084
16.74	19.2077	4.68153	2.50587	0.517237	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455	2.75586
16.5459	19.3644	4.72645	2.53049	0.52131	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938	3.27154
16.3047	19.5395	4.87815	2.55564	0.51953	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237	0.780506
16.0837	19.6202	4.83718	2.60858	0.562534	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364	10.1438
15.8748	19.7665	4.87528	2.62869	0.553713	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329	0.711586
15.6916	19.8877	4.78831	2.63217	0.500118	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141	3.25001
15.4483	20.0504	4.92261	2.64845	0.489566	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081	1.10841
15.2261	20.2002	4.97531	2.65856	0.46739	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347	5.48348
15.0501	20.3226	4.89736	2.67091	0.456439	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763	1.97277
14.8178	20.4057	4.89999	2.70963	0.482721	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068	2.19498
14.6055	20.5223	4.89833	2.72653	0.47509	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272	0.592605
14.3615	20.6139	4.95351	2.7631	0.503066	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386	1.22078
14.1175	20.6853	4.9597	2.79588	0.511112	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421	0.682833
13.8751	20.76	4.99022	2.83109	0.532504	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386	0.315498
13.5954	20.8255	5.07022	2.86535	0.539658	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294	1.4268
13.3411	20.8599	5.11037	2.91837	0.592359	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153	2.22503
13.1043	20.893	5.06265	2.95376	0.599274	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975	0.237981
12.8716	20.9528	5.02881	2.97411	0.584814	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694	1.86158
12.6955	20.9825	4.86281	3.002	0.586782	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469	2.19902
12.4365	21.0268	4.92017	3.02816	0.584167	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175	2.51785
12.1911	21.0625	4.93033	3.05321	0.579414	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912	0.133361
11.9536	21.0821	4.92822	3.08422	0.586776	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778	0.945832
11.7198	21.0474	4.87291	3.13079	0.606929	11.6814	20.8651	11.785	21.117	-4.86022	0.286869	1.89
11.4744	21.0333	4.86856	3.16611	0.612176	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281	1.06335
11.2699	21.0216	4.78143	3.19842	0.616293	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057	0.638674
11.0153	20.9831	4.81034	3.23732	0.624766	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	4.1346
10.8159	20.941	4.71716	3.27687	0.636593	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	0.394803
10.5751	20.9363	4.63066	3.28376	0.586433	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	5.57397
10.2697	20.9755	4.81479	3.27639	0.53986	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	3.76594
10.0342	20.9553	4.80503	3.29652	0.530687	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	1.01224
9.85758	20.912	4.67184	3.33067	0.542804	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	1.41914
9.63807	20.8967	4.54684	3.33432	0.497077	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	1.88411
9.45453	20.8459	4.4613	3.36597	0.506931	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	0.499085
9.24591	20.7985	4.46994	3.39316	0.513964	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	1.40955
8.91529	20.7813	4.7178	3.3855	0.470135	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	3.22915
8.71108	20.6981	4.68833	3.42488	0.493117	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	4.30266
8.40886	20.6222	4.8601	3.44025	0.478427	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	3.08541
8.17894	20.5426	4.87709	3.46871	0.486831	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	0.0801625
7.92846	20.4643	4.92142	3.48844	0.480585	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	0.126771
7.71039	20.3789	4.95774	3.52066	0.500821	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	3.38541
7.36984	20.3262	5.18397	3.50801	0.453047	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	2.84997
7.12866	20.2335	5.15585	3.52661	0.443478	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	0.253794
6.861	20.1492	5.21475	3.53718	0.429169	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	0.236834
6.63051	20.06	5.16066	3.55242	0.417666	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	0.586469
6.38915	19.9661	5.16903	3.56801	0.411638	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	0.12384
6.17055	19.8736	5.13384	3.58651	0.411181	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	3.01769
5.90767	19.7786	5.19388	3.59373	0.394907	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	0.323307
5.6611	19.6361	5.31624	3.62743	0.422544	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	1.66541
5.51803	19.5061	5.13005	3.67085	0.452118	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	2.22599
5.31575	19.3575	5.11927	3.70477	0.467811	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	1.85753
5.11373	19.2536	5.07169	3.71966	0.459524	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	2.00053
4.93747	19.1403	4.90947	3.73693	0.445674	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	4.63982
4.79245	18.9898	4.80724	3.77814	0.470352	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	0.69175
4.57724	18.8395	4.92482	3.80106	0.47573	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	1.61714
4.40742	18.7079	4.86495	3.82468	0.477318	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	1.05226
4.23986	18.564	4.74784	3.84621	0.468179	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	1.11361
4.12916	18.4121	4.62227	3.89009	0.496059	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	1.41946
3.92988	18.2395	4.90261	3.91944	0.518204	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	7.16558
3.64816	18.0951	5.05846	3.8989	0.458172	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	2.82865
3.49597	17.9465	4.86204	3.91611	0.441123	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	3.57781
3.25426	17.7786	4.97608	3.91238	0.407337	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	1.17379
3.06251	17.5951	5.11283	3.93646	0.421251	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	2.09092
2.89188	17.4762	5.03228	3.94094	0.40397	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	6.23008
2.7385	17.2605	5.16317	3.98627	0.446271	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	2.5534
2.56306	17.0698	5.16917	4.00527	0.442239	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	0.0192954
2.40649	16.9066	4.94043	4.01204	0.409926	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	2.36592
2.24729	16.7356	4.92116	4.02678	0.403713	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	0.509287
2.07373	16.5389	4.87454	4.03645	0.383105	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	4.67546
1.9174	16.3094	4.93019	4.06328	0.39066	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	2.23941
1.77036	16.1333	4.82613	4.07358	0.373986	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	0.668861
1.55949	15.9666	4.89106	4.05805	0.331885	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	1.67314
1.42296	15.7339	5.0692	4.09638	0.369896	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	2.17217
1.24604	15.5123	5.1341	4.1051	0.356719	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	0.625692
1.08788	15.3204	5.07798	4.11013	0.337348	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	0.985178
0.866153	15.0976	5.20757	4.09735	0.298978	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	1.83465
0.727762	14.9198	5.03886	4.10211	0.278196	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	2.4803
0.640494	14.7098	4.96354	4.13949	0.30769	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	0.658147
0.519978	14.4669	5.11179	4.17338	0.338784	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	1.89544
0.341021	14.2409	5.1877	4.17095	0.31394	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	0.608453
0.199232	13.9859	5.4013	4.19721	0.338309	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	2.10957
0.211441	13.7384	5.22924	4.2766	0.417213	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	4.45815
0.0987436	13.4948	5.3088	4.2988	0.42255	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	0.51307
-0.072899	13.257	5.37877	4.28983	0.384168	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	1.00853
-0.189603	13.0423	5.20529	4.29438	0.35752	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	1.48521
-0.169949	12.8246	5.03749	4.36278	0.423511	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	3.85289
